
printing unique entries in spam set

printing unique entries in normal set
109110
89512

printing unique entries in spam set
a [43, 0.00039409769956924204]
veturlidus [1, 1.1171686477790688e-05]
veturosk [1, 1.1171686477790688e-05]
veverus [1, 1.1171686477790688e-05]
vezerova [1, 1.1171686477790688e-05]
vi [6, 6.703011886674413e-05]
via [7, 7.820180534453481e-05]
viability [1, 1.1171686477790688e-05]
vice [3, 3.351505943337206e-05]
vicinity [2, 2.2343372955581375e-05]
vicker [1, 1.1171686477790688e-05]
vickus [1, 1.1171686477790688e-05]
vicky [1, 1.1171686477790688e-05]
victim [1, 1.1171686477790688e-05]
victor [6, 6.703011886674413e-05]
victorium [6, 6.703011886674413e-05]
victorya [1, 1.1171686477790688e-05]
vidal [4, 4.468674591116275e-05]
video [15, 0.0001675752971668603]
videotape [2, 2.2343372955581375e-05]
viechnickus [1, 1.1171686477790688e-05]
viega [1, 1.1171686477790688e-05]
vienna [12, 0.00013406023773348825]
vieron [2, 2.2343372955581375e-05]
vierus [3, 3.351505943337206e-05]
vietmuong [1, 1.1171686477790688e-05]
vietnam [5, 5.585843238895344e-05]
vietrus [4, 4.468674591116275e-05]
view [45, 0.0005027258915005809]
viewer [1, 1.1171686477790688e-05]
viewpoint [6, 6.703011886674413e-05]
viewyou [1, 1.1171686477790688e-05]
vign [1, 1.1171686477790688e-05]
vigne [1, 1.1171686477790688e-05]
vigneron [2, 2.2343372955581375e-05]
vignetus [1, 1.1171686477790688e-05]
vignoble [1, 1.1171686477790688e-05]
vigorito [1, 1.1171686477790688e-05]
vii [26, 0.0002904638484225579]
viihdesallap [2, 2.2343372955581375e-05]
viii [4, 4.468674591116275e-05]
viius [3, 3.351505943337206e-05]
vijver [5, 5.585843238895344e-05]
vilain [1, 1.1171686477790688e-05]
villa [1, 1.1171686477790688e-05]
village [9, 0.00010054517830011619]
villain [1, 1.1171686477790688e-05]
villalta [2, 2.2343372955581375e-05]
villanova [1, 1.1171686477790688e-05]
ville [4, 4.468674591116275e-05]
villiger [1, 1.1171686477790688e-05]
vin [3, 3.351505943337206e-05]
vincent [5, 5.585843238895344e-05]
vinet [2, 2.2343372955581375e-05]
viniti [2, 2.2343372955581375e-05]
vino [1, 1.1171686477790688e-05]
vinogradov [3, 3.351505943337206e-05]
vinus [1, 1.1171686477790688e-05]
vinya [1, 1.1171686477790688e-05]
violate [4, 4.468674591116275e-05]
violation [3, 3.351505943337206e-05]
violent [1, 1.1171686477790688e-05]
virgile [1, 1.1171686477790688e-05]
virginium [5, 5.585843238895344e-05]
virtual [6, 6.703011886674413e-05]
virtuallibrary [1, 1.1171686477790688e-05]
virtually [3, 3.351505943337206e-05]
visa [12, 0.00013406023773348825]
visible [2, 2.2343372955581375e-05]
visibly [1, 1.1171686477790688e-05]
vision [12, 0.00013406023773348825]
visit [30, 0.0003351505943337206]
vissak [1, 1.1171686477790688e-05]
visser [1, 1.1171686477790688e-05]
vistor [1, 1.1171686477790688e-05]
visual [4, 4.468674591116275e-05]
vita [8, 8.93734918223255e-05]
vital [1, 1.1171686477790688e-05]
vitam [1, 1.1171686477790688e-05]
vitignus [1, 1.1171686477790688e-05]
vito [1, 1.1171686477790688e-05]
vium [53, 0.0005920993833229064]
vius [1, 1.1171686477790688e-05]
vivant [2, 2.2343372955581375e-05]
vivere [1, 1.1171686477790688e-05]
vivian [1, 1.1171686477790688e-05]
vivre [1, 1.1171686477790688e-05]
vix [1, 1.1171686477790688e-05]
viz [1, 1.1171686477790688e-05]
vizel [1, 1.1171686477790688e-05]
vlad [4, 4.468674591116275e-05]
vladimir [2, 2.2343372955581375e-05]
vlasova [1, 1.1171686477790688e-05]
vm [1, 1.1171686477790688e-05]
vo [2, 2.2343372955581375e-05]
vocabulary [13, 0.00014523192421127894]
vocal [3, 3.351505943337206e-05]
vocalic [1, 1.1171686477790688e-05]
vocalist [1, 1.1171686477790688e-05]
vocative [2, 2.2343372955581375e-05]
voeykova [1, 1.1171686477790688e-05]
vogeleer [1, 1.1171686477790688e-05]
voice [12, 0.00013406023773348825]
voiceless [2, 2.2343372955581375e-05]
voicemail [1, 1.1171686477790688e-05]
voir [1, 1.1171686477790688e-05]
vol [29, 0.0003239789078559299]
volcano [1, 1.1171686477790688e-05]
volk [4, 4.468674591116275e-05]
volkov [1, 1.1171686477790688e-05]
voll [1, 1.1171686477790688e-05]
volodina [1, 1.1171686477790688e-05]
voluman [1, 1.1171686477790688e-05]
volume [84, 0.0009384216641344178]
volumes [6, 6.703011886674413e-05]
voluntary [1, 1.1171686477790688e-05]
volunteer [1, 1.1171686477790688e-05]
volution [1, 1.1171686477790688e-05]
volynets [1, 1.1171686477790688e-05]
vom [1, 1.1171686477790688e-05]
von [22, 0.0002457771025113951]
voort [1, 1.1171686477790688e-05]
vor [2, 2.2343372955581375e-05]
vorbehaltlich [1, 1.1171686477790688e-05]
vorgesehen [1, 1.1171686477790688e-05]
vorlage [1, 1.1171686477790688e-05]
vorldufige [1, 1.1171686477790688e-05]
vornehmlich [1, 1.1171686477790688e-05]
vorobjovy [1, 1.1171686477790688e-05]
voronina [1, 1.1171686477790688e-05]
vossen [2, 2.2343372955581375e-05]
vote [2, 2.2343372955581375e-05]
votre [1, 1.1171686477790688e-05]
vous [2, 2.2343372955581375e-05]
voutilainen [2, 2.2343372955581375e-05]
vowel [44, 0.0004915542050227903]
vowellength [2, 2.2343372955581375e-05]
vowelproduction [1, 1.1171686477790688e-05]
vp [23, 0.0002569487889891858]
vredenburg [1, 1.1171686477790688e-05]
vrije [2, 2.2343372955581375e-05]
vrijheidslaan [3, 3.351505943337206e-05]
vrml [1, 1.1171686477790688e-05]
vsevolodova [1, 1.1171686477790688e-05]
vso [6, 6.703011886674413e-05]
vt [1, 1.1171686477790688e-05]
vu [9, 0.00010054517830011619]
vukic [1, 1.1171686477790688e-05]
vulcan [1, 1.1171686477790688e-05]
vus [1, 1.1171686477790688e-05]
vuw [1, 1.1171686477790688e-05]
vv [11, 0.00012288855125569756]
vvv [1, 1.1171686477790688e-05]
w [41, 0.00045803914558941816]
wache [4, 4.468674591116275e-05]
wacker [1, 1.1171686477790688e-05]
wadensjo [1, 1.1171686477790688e-05]
waechte [2, 2.2343372955581375e-05]
waechten [1, 1.1171686477790688e-05]
waengler [1, 1.1171686477790688e-05]
wagner [3, 3.351505943337206e-05]
wahlster [3, 3.351505943337206e-05]
waibel [2, 2.2343372955581375e-05]
waishuanghsus [2, 2.2343372955581375e-05]
wait [4, 4.468674591116275e-05]
walcir [1, 1.1171686477790688e-05]
wald [3, 3.351505943337206e-05]
wale [9, 0.00010054517830011619]
walk [13, 0.00014523192421127894]
walker [1, 1.1171686477790688e-05]
wall [1, 1.1171686477790688e-05]
wallace [1, 1.1171686477790688e-05]
wallet [1, 1.1171686477790688e-05]
walnut [1, 1.1171686477790688e-05]
walsh [1, 1.1171686477790688e-05]
walt [1, 1.1171686477790688e-05]
walter [15, 0.0001675752971668603]
waltereit [1, 1.1171686477790688e-05]
walther [1, 1.1171686477790688e-05]
waltman [2, 2.2343372955581375e-05]
wan [1, 1.1171686477790688e-05]
wang [3, 3.351505943337206e-05]
wann [1, 1.1171686477790688e-05]
wanner [5, 5.585843238895344e-05]
want [33, 0.00036866565376709266]
war [14, 0.00015640361068906963]
ward [2, 2.2343372955581375e-05]
warm [1, 1.1171686477790688e-05]
warning [1, 1.1171686477790688e-05]
warrant [1, 1.1171686477790688e-05]
warren [1, 1.1171686477790688e-05]
warrensburg [1, 1.1171686477790688e-05]
warszawa [1, 1.1171686477790688e-05]
warwick [2, 2.2343372955581375e-05]
was [1, 1.1171686477790688e-05]
waseda [2, 2.2343372955581375e-05]
washington [36, 0.00040218071320046475]
wasser [1, 1.1171686477790688e-05]
waste [2, 2.2343372955581375e-05]
watch [3, 3.351505943337206e-05]
waterfront [1, 1.1171686477790688e-05]
watergate [1, 1.1171686477790688e-05]
waterloo [11, 0.00012288855125569756]
waters [1, 1.1171686477790688e-05]
watt [3, 3.351505943337206e-05]
waugh [1, 1.1171686477790688e-05]
waus [2, 2.2343372955581375e-05]
waxhaw [1, 1.1171686477790688e-05]
wayle [1, 1.1171686477790688e-05]
wayne [2, 2.2343372955581375e-05]
wc [1, 1.1171686477790688e-05]
wccfl [1, 1.1171686477790688e-05]
weak [6, 6.703011886674413e-05]
weaker [1, 1.1171686477790688e-05]
wealth [1, 1.1171686477790688e-05]
weapon [1, 1.1171686477790688e-05]
wear [1, 1.1171686477790688e-05]
weariness [1, 1.1171686477790688e-05]
weaver [1, 1.1171686477790688e-05]
web [92, 0.0010277951559567431]
webber [1, 1.1171686477790688e-05]
webbrowsable [2, 2.2343372955581375e-05]
webdocument [1, 1.1171686477790688e-05]
webelhuth [2, 2.2343372955581375e-05]
weber [2, 2.2343372955581375e-05]
webpage [2, 2.2343372955581375e-05]
webread [1, 1.1171686477790688e-05]
websearchable [1, 1.1171686477790688e-05]
website [21, 0.00023460541603360444]
webster [1, 1.1171686477790688e-05]
wecc [3, 3.351505943337206e-05]
wechsler [3, 3.351505943337206e-05]
wed [6, 6.703011886674413e-05]
wedekind [1, 1.1171686477790688e-05]
wednesday [16, 0.000178746983644651]
week [28, 0.00031280722137813925]
weekday [1, 1.1171686477790688e-05]
weekend [1, 1.1171686477790688e-05]
weekly [1, 1.1171686477790688e-05]
weerman [4, 4.468674591116275e-05]
weier [1, 1.1171686477790688e-05]
weight [7, 7.820180534453481e-05]
weil [1, 1.1171686477790688e-05]
wein [2, 2.2343372955581375e-05]
weip [1, 1.1171686477790688e-05]
weisgerber [8, 8.93734918223255e-05]
weitere [2, 2.2343372955581375e-05]
weizmann [1, 1.1171686477790688e-05]
welch [1, 1.1171686477790688e-05]
welchsler [1, 1.1171686477790688e-05]
welcome [36, 0.00040218071320046475]
wellannotate [2, 2.2343372955581375e-05]
wellarticulate [1, 1.1171686477790688e-05]
wellcome [1, 1.1171686477790688e-05]
wellestablish [1, 1.1171686477790688e-05]
wellfocus [2, 2.2343372955581375e-05]
wellformedness [1, 1.1171686477790688e-05]
wellington [1, 1.1171686477790688e-05]
wellknown [2, 2.2343372955581375e-05]
wellorganize [2, 2.2343372955581375e-05]
wellreceive [1, 1.1171686477790688e-05]
wellwritten [2, 2.2343372955581375e-05]
welsh [4, 4.468674591116275e-05]
wen [4, 4.468674591116275e-05]
wenbaiyidu [1, 1.1171686477790688e-05]
wenchao [1, 1.1171686477790688e-05]
wendungen [1, 1.1171686477790688e-05]
wendy [5, 5.585843238895344e-05]
wenn [1, 1.1171686477790688e-05]
went [2, 2.2343372955581375e-05]
wer [3, 3.351505943337206e-05]
werden [2, 2.2343372955581375e-05]
were [2, 2.2343372955581375e-05]
wermter [4, 4.468674591116275e-05]
werner [4, 4.468674591116275e-05]
werth [1, 1.1171686477790688e-05]
weschester [1, 1.1171686477790688e-05]
wesley [1, 1.1171686477790688e-05]
west [21, 0.00023460541603360444]
westcentral [2, 2.2343372955581375e-05]
westendorf [1, 1.1171686477790688e-05]
western [14, 0.00015640361068906963]
westerstaahl [1, 1.1171686477790688e-05]
westphal [1, 1.1171686477790688e-05]
weus [1, 1.1171686477790688e-05]
wfmt [2, 2.2343372955581375e-05]
wgh [1, 1.1171686477790688e-05]
wh [31, 0.0003463222808115113]
whadjunct [1, 1.1171686477790688e-05]
whalley [1, 1.1171686477790688e-05]
whargument [1, 1.1171686477790688e-05]
whatever [13, 0.00014523192421127894]
whclause [1, 1.1171686477790688e-05]
wheatley [1, 1.1171686477790688e-05]
whee [2, 2.2343372955581375e-05]
wheel [1, 1.1171686477790688e-05]
wheeler [1, 1.1171686477790688e-05]
wheffect [1, 1.1171686477790688e-05]
whelement [1, 1.1171686477790688e-05]
whence [1, 1.1171686477790688e-05]
whenever [2, 2.2343372955581375e-05]
where [77, 0.0008602198587898829]
wherea [11, 0.00012288855125569756]
whereby [1, 1.1171686477790688e-05]
wherever [2, 2.2343372955581375e-05]
whether [42, 0.0004692108320672089]
whexpression [2, 2.2343372955581375e-05]
whextraction [1, 1.1171686477790688e-05]
whfront [2, 2.2343372955581375e-05]
whichever [1, 1.1171686477790688e-05]
while [43, 0.00048038251854499954]
whin [6, 6.703011886674413e-05]
whisland [2, 2.2343372955581375e-05]
white [10, 0.00011171686477790688]
whitin [1, 1.1171686477790688e-05]
whmovement [15, 0.0001675752971668603]
whole [35, 0.00039100902672267404]
wholes [1, 1.1171686477790688e-05]
wholly [1, 1.1171686477790688e-05]
whom [14, 0.00015640361068906963]
whore [1, 1.1171686477790688e-05]
whorf [3, 3.351505943337206e-05]
whose [15, 0.0001675752971668603]
whparticle [12, 0.00013406023773348825]
whphrase [22, 0.0002457771025113951]
whquantifier [3, 3.351505943337206e-05]
whquestion [5, 5.585843238895344e-05]
whword [23, 0.0002569487889891858]
why [34, 0.0003798373402448834]
wichita [2, 2.2343372955581375e-05]
widdowson [1, 1.1171686477790688e-05]
wide [34, 0.0003798373402448834]
widely [2, 2.2343372955581375e-05]
widen [1, 1.1171686477790688e-05]
wideopen [1, 1.1171686477790688e-05]
wider [6, 6.703011886674413e-05]
widerange [1, 1.1171686477790688e-05]
widespread [3, 3.351505943337206e-05]
wiebe [1, 1.1171686477790688e-05]
wiebke [1, 1.1171686477790688e-05]
wied [1, 1.1171686477790688e-05]
wiedrick [1, 1.1171686477790688e-05]
wien [2, 2.2343372955581375e-05]
wier [2, 2.2343372955581375e-05]
wierd [1, 1.1171686477790688e-05]
wiering [1, 1.1171686477790688e-05]
wife [3, 3.351505943337206e-05]
wignell [1, 1.1171686477790688e-05]
wilaiwan [1, 1.1171686477790688e-05]
wilcox [6, 6.703011886674413e-05]
wilder [4, 4.468674591116275e-05]
wilfrid [1, 1.1171686477790688e-05]
wilhelm [2, 2.2343372955581375e-05]
wilhelmstr [2, 2.2343372955581375e-05]
wilk [9, 0.00010054517830011619]
willard [2, 2.2343372955581375e-05]
willem [10, 0.00011171686477790688]
william [19, 0.00021226204307802306]
williamsville [1, 1.1171686477790688e-05]
willingly [1, 1.1171686477790688e-05]
willingness [1, 1.1171686477790688e-05]
willst [1, 1.1171686477790688e-05]
willy [1, 1.1171686477790688e-05]
wilma [3, 3.351505943337206e-05]
wilmington [4, 4.468674591116275e-05]
wilrijk [2, 2.2343372955581375e-05]
wilson [10, 0.00011171686477790688]
wiltschko [1, 1.1171686477790688e-05]
wiltshire [1, 1.1171686477790688e-05]
wim [2, 2.2343372955581375e-05]
win [11, 0.00012288855125569756]
wind [1, 1.1171686477790688e-05]
window [3, 3.351505943337206e-05]
wine [5, 5.585843238895344e-05]
winford [3, 3.351505943337206e-05]
winfry [3, 3.351505943337206e-05]
wing [7, 7.820180534453481e-05]
winifr [1, 1.1171686477790688e-05]
winner [2, 2.2343372955581375e-05]
winston [2, 2.2343372955581375e-05]
winter [8, 8.93734918223255e-05]
wintner [1, 1.1171686477790688e-05]
wird [1, 1.1171686477790688e-05]
wisc [1, 1.1171686477790688e-05]
wisconsin [1, 1.1171686477790688e-05]
wisdom [1, 1.1171686477790688e-05]
wish [28, 0.00031280722137813925]
wisse [1, 1.1171686477790688e-05]
wissenschaft [1, 1.1171686477790688e-05]
wissenstransfer [1, 1.1171686477790688e-05]
witbrock [5, 5.585843238895344e-05]
witch [1, 1.1171686477790688e-05]
withdraw [1, 1.1171686477790688e-05]
withhold [1, 1.1171686477790688e-05]
within [56, 0.0006256144427562785]
without [42, 0.0004692108320672089]
withouth [1, 1.1171686477790688e-05]
withsubmission [1, 1.1171686477790688e-05]
witness [3, 3.351505943337206e-05]
wittenberg [2, 2.2343372955581375e-05]
wkap [6, 6.703011886674413e-05]
wlodek [1, 1.1171686477790688e-05]
wo [1, 1.1171686477790688e-05]
wodak [1, 1.1171686477790688e-05]
woertern [1, 1.1171686477790688e-05]
wojciech [1, 1.1171686477790688e-05]
wolff [1, 1.1171686477790688e-05]
wolfgang [11, 0.00012288855125569756]
wollic [7, 7.820180534453481e-05]
wolof [1, 1.1171686477790688e-05]
wolter [1, 1.1171686477790688e-05]
wolverhampton [1, 1.1171686477790688e-05]
woman [13, 0.00014523192421127894]
women [3, 3.351505943337206e-05]
womn [1, 1.1171686477790688e-05]
wonder [12, 0.00013406023773348825]
wong [3, 3.351505943337206e-05]
wood [1, 1.1171686477790688e-05]
woodbury [1, 1.1171686477790688e-05]
wooden [1, 1.1171686477790688e-05]
woodstock [1, 1.1171686477790688e-05]
woody [1, 1.1171686477790688e-05]
woolford [1, 1.1171686477790688e-05]
word [240, 0.002681204754669765]
wordfor [1, 1.1171686477790688e-05]
wordnet [3, 3.351505943337206e-05]
wordperfect [1, 1.1171686477790688e-05]
wordphrasal [1, 1.1171686477790688e-05]
words [1, 1.1171686477790688e-05]
wordwide [1, 1.1171686477790688e-05]
work [180, 0.0020109035660023237]
workbook [3, 3.351505943337206e-05]
worker [3, 3.351505943337206e-05]
workin [1, 1.1171686477790688e-05]
workingpaper [1, 1.1171686477790688e-05]
workings [2, 2.2343372955581375e-05]
workplace [1, 1.1171686477790688e-05]
works [1, 1.1171686477790688e-05]
workshop [360, 0.004021807132004647]
workshopon [1, 1.1171686477790688e-05]
workshoporient [1, 1.1171686477790688e-05]
workshoppolicy [1, 1.1171686477790688e-05]
workshops [3, 3.351505943337206e-05]
workshopstyle [2, 2.2343372955581375e-05]
world [74, 0.0008267047993565108]
worldview [1, 1.1171686477790688e-05]
worldwide [5, 5.585843238895344e-05]
worry [1, 1.1171686477790688e-05]
worse [2, 2.2343372955581375e-05]
worshop [1, 1.1171686477790688e-05]
worskshop [1, 1.1171686477790688e-05]
worth [3, 3.351505943337206e-05]
worthiness [1, 1.1171686477790688e-05]
worthington [2, 2.2343372955581375e-05]
worthwhile [2, 2.2343372955581375e-05]
worthy [2, 2.2343372955581375e-05]
wortschatz [1, 1.1171686477790688e-05]
woth [1, 1.1171686477790688e-05]
wouden [2, 2.2343372955581375e-05]
wouter [3, 3.351505943337206e-05]
wp [15, 0.0001675752971668603]
wrapper [1, 1.1171686477790688e-05]
wright [3, 3.351505943337206e-05]
write [120, 0.0013406023773348825]
writer [12, 0.00013406023773348825]
writing [3, 3.351505943337206e-05]
writings [6, 6.703011886674413e-05]
written [3, 3.351505943337206e-05]
wrong [9, 0.00010054517830011619]
wrterbuch [1, 1.1171686477790688e-05]
wryly [1, 1.1171686477790688e-05]
wsecaus [1, 1.1171686477790688e-05]
wsfalco [1, 1.1171686477790688e-05]
wsuipa [1, 1.1171686477790688e-05]
wt [3, 3.351505943337206e-05]
wu [4, 4.468674591116275e-05]
wuhan [1, 1.1171686477790688e-05]
wunderlich [1, 1.1171686477790688e-05]
wundtlaan [1, 1.1171686477790688e-05]
wvrterb [1, 1.1171686477790688e-05]
www [227, 0.002535972830458486]
wwwcslus [1, 1.1171686477790688e-05]
wwwenglish [1, 1.1171686477790688e-05]
wwwformal [1, 1.1171686477790688e-05]
wwwsetus [1, 1.1171686477790688e-05]
wyndham [2, 2.2343372955581375e-05]
wyngaerd [4, 4.468674591116275e-05]
wynne [1, 1.1171686477790688e-05]
wynneth [1, 1.1171686477790688e-05]
x [81, 0.0009049066047010457]
xabier [1, 1.1171686477790688e-05]
xd [1, 1.1171686477790688e-05]
xe [1, 1.1171686477790688e-05]
xerox [21, 0.00023460541603360444]
xi [8, 8.93734918223255e-05]
xiaoguang [1, 1.1171686477790688e-05]
xii [3, 3.351505943337206e-05]
xiii [2, 2.2343372955581375e-05]
xiius [1, 1.1171686477790688e-05]
xius [3, 3.351505943337206e-05]
xiv [6, 6.703011886674413e-05]
xive [1, 1.1171686477790688e-05]
xix [4, 4.468674591116275e-05]
xixth [1, 1.1171686477790688e-05]
xje [2, 2.2343372955581375e-05]
xml [1, 1.1171686477790688e-05]
xp [4, 4.468674591116275e-05]
xrce [1, 1.1171686477790688e-05]
xuan [1, 1.1171686477790688e-05]
xuexiao [1, 1.1171686477790688e-05]
xus [1, 1.1171686477790688e-05]
xv [3, 3.351505943337206e-05]
xvi [3, 3.351505943337206e-05]
xvii [2, 2.2343372955581375e-05]
xviii [2, 2.2343372955581375e-05]
xviiie [1, 1.1171686477790688e-05]
xviiith [1, 1.1171686477790688e-05]
xviith [1, 1.1171686477790688e-05]
xviius [2, 2.2343372955581375e-05]
xvus [1, 1.1171686477790688e-05]
xxe [2, 2.2343372955581375e-05]
xxiii [1, 1.1171686477790688e-05]
xxist [1, 1.1171686477790688e-05]
xxix [1, 1.1171686477790688e-05]
xxth [2, 2.2343372955581375e-05]
xxus [1, 1.1171686477790688e-05]
xxv [1, 1.1171686477790688e-05]
xxvi [1, 1.1171686477790688e-05]
xxvii [3, 3.351505943337206e-05]
y [31, 0.0003463222808115113]
yaacov [2, 2.2343372955581375e-05]
yadroff [1, 1.1171686477790688e-05]
yagmur [2, 2.2343372955581375e-05]
yagua [1, 1.1171686477790688e-05]
yakov [1, 1.1171686477790688e-05]
yale [13, 0.00014523192421127894]
yalead [1, 1.1171686477790688e-05]
yamaguchus [1, 1.1171686477790688e-05]
yamanashus [1, 1.1171686477790688e-05]
yamazakus [1, 1.1171686477790688e-05]
yamazatocho [1, 1.1171686477790688e-05]
yan [3, 3.351505943337206e-05]
yang [7, 7.820180534453481e-05]
yao [1, 1.1171686477790688e-05]
yaohong [1, 1.1171686477790688e-05]
yaron [1, 1.1171686477790688e-05]
yarowsky [2, 2.2343372955581375e-05]
yashuus [2, 2.2343372955581375e-05]
yasuakus [1, 1.1171686477790688e-05]
yasushus [1, 1.1171686477790688e-05]
yates [1, 1.1171686477790688e-05]
ycc [1, 1.1171686477790688e-05]
ye [11, 0.00012288855125569756]
yearbook [1, 1.1171686477790688e-05]
yearby [1, 1.1171686477790688e-05]
yearley [1, 1.1171686477790688e-05]
